hc_date,day,PCA_1,PCA_2
2021-02-20 23:00:00+01:00,20/02/2021,-1.6610033884538353,-2.625548632022681
2021-02-21 00:00:00+01:00,21/02/2021,-1.6804005650519203,-2.616374083670666
2021-02-21 01:00:00+01:00,21/02/2021,-1.6958973634337284,-2.543574776261903
2021-02-21 02:00:00+01:00,21/02/2021,-1.700704114198099,-2.5264786402883392
2021-02-21 03:00:00+01:00,21/02/2021,-1.6962005314172348,-2.473826221057012
2021-02-21 04:00:00+01:00,21/02/2021,-1.705511350411837,-2.4447293395409946
2021-02-21 05:00:00+01:00,21/02/2021,-1.6694329561790213,-2.4064462093843586
2021-02-21 06:00:00+01:00,21/02/2021,-1.175636801637757,-2.3387097504158763
2021-02-21 07:00:00+01:00,21/02/2021,-0.6785300312814624,-2.527485218067291
2021-02-21 08:00:00+01:00,21/02/2021,-0.5961874525358084,-2.8839778607461724
2021-02-21 09:00:00+01:00,21/02/2021,-0.7962181052650417,-3.059700125084454
2021-02-21 10:00:00+01:00,21/02/2021,-0.8818821612606398,-2.518779272299408
2021-02-21 11:00:00+01:00,21/02/2021,-1.0602475184138367,-2.4889058937825896
2021-02-21 12:00:00+01:00,21/02/2021,-1.0930735737690112,-3.13669177890976
2021-02-21 13:00:00+01:00,21/02/2021,-1.1438686291080928,-2.6748815078606576
2021-02-21 14:00:00+01:00,21/02/2021,-1.6681107634484218,-2.7744790441126552
2021-02-21 15:00:00+01:00,21/02/2021,-1.5507699073378922,-2.7570650151786196
2021-02-21 16:00:00+01:00,21/02/2021,-1.5172907214529767,-3.0899750989740653
,,-1.5791972099189107,-3.3060899359001636
,,-1.5392635643742012,-3.0413502293973065
2021-02-21 19:00:00+01:00,21/02/2021,-1.7425464593515279,-3.3767341962313484
2021-02-21 20:00:00+01:00,21/02/2021,-1.2726351096836443,-2.6435745540447564
2021-02-21 21:00:00+01:00,21/02/2021,-1.3491424408375354,-3.006355947439505
2021-02-21 22:00:00+01:00,21/02/2021,-1.4098653181429395,-3.2831858642902545
2021-02-21 23:00:00+01:00,21/02/2021,-1.4183284195388526,-3.0593516707499875
2021-02-22 00:00:00+01:00,22/02/2021,-1.4705170775805283,-3.1960773402544307
2021-02-22 01:00:00+01:00,22/02/2021,-1.5073853437122948,-3.30654815687219
2021-02-22 02:00:00+01:00,22/02/2021,-0.6280399056440394,-3.5470100046993016
2021-02-22 03:00:00+01:00,22/02/2021,0.007521834205426761,-4.131261078035601
2021-02-22 04:00:00+01:00,22/02/2021,3.096709017525986,-3.793874593897184
2021-02-22 05:00:00+01:00,22/02/2021,3.0189439195728296,-3.443282104301005
2021-02-22 06:00:00+01:00,22/02/2021,2.7727521286356787,-3.0931248125770137
2021-02-22 07:00:00+01:00,22/02/2021,2.550167778279593,-2.946094150212377
2021-02-22 08:00:00+01:00,22/02/2021,3.4701218760236436,-3.250536672887556
2021-02-22 09:00:00+01:00,22/02/2021,2.883894117912303,-3.2240631911772226
2021-02-22 10:00:00+01:00,22/02/2021,2.8869146798610297,-4.448625877293835
2021-02-22 11:00:00+01:00,22/02/2021,2.7563629512524606,-3.786725246627704
2021-02-22 12:00:00+01:00,22/02/2021,2.5679780609474077,-3.5808605407464316
2021-02-22 13:00:00+01:00,22/02/2021,2.7631809633198268,-3.4611703516812113
2021-02-22 14:00:00+01:00,22/02/2021,0.39166417917181023,-2.9617253684689464
2021-02-22 15:00:00+01:00,22/02/2021,-0.6458819713937446,-2.6663542813328744
2021-02-22 16:00:00+01:00,22/02/2021,-1.6402049450297214,-2.5112071310788595
2021-02-22 17:00:00+01:00,22/02/2021,-1.5558845691478511,-2.4896491949901787
2021-02-22 18:00:00+01:00,22/02/2021,-1.5104921125547361,-2.853193393326448
2021-02-22 19:00:00+01:00,22/02/2021,-1.7304305686620223,-3.768842928570621
2021-02-22 20:00:00+01:00,22/02/2021,-1.5637764727930925,-2.99510149800978
2021-02-22 21:00:00+01:00,22/02/2021,-1.5962351662148937,-3.4746721265550393
2021-02-22 22:00:00+01:00,22/02/2021,-1.574905016235021,-3.087161766688774
2021-02-22 23:00:00+01:00,22/02/2021,-1.585878207394516,-2.91681186073387
2021-02-23 00:00:00+01:00,23/02/2021,-1.5606391620385502,-3.502901828992052
2021-02-23 01:00:00+01:00,23/02/2021,-1.5863838847834144,-3.252519988860869
2021-02-23 02:00:00+01:00,23/02/2021,-0.7231379907984545,-3.099906332946199
2021-02-23 03:00:00+01:00,23/02/2021,-0.1380842312598274,-3.8495946802774754
2021-02-23 04:00:00+01:00,23/02/2021,2.0603083370364343,-3.899015493371829
2021-02-23 05:00:00+01:00,23/02/2021,2.864684257059172,-3.5365535554149017
2021-02-23 06:00:00+01:00,23/02/2021,2.730757100614942,-3.246305145833958
2021-02-23 07:00:00+01:00,23/02/2021,3.516291327587944,-3.0173391879076727
2021-02-23 08:00:00+01:00,23/02/2021,4.3482665528588536,-3.003179602422533
2021-02-23 09:00:00+01:00,23/02/2021,4.335359935969635,-2.957410571797935
2021-02-23 10:00:00+01:00,23/02/2021,4.473412919236864,-2.9791267636519647
2021-02-23 11:00:00+01:00,23/02/2021,4.243049322604583,-2.9412372970963605
2021-02-23 12:00:00+01:00,23/02/2021,3.0931689331740326,-2.5485136310663656
2021-02-23 13:00:00+01:00,23/02/2021,3.6394498086140716,-2.4971103979969884
2021-02-23 14:00:00+01:00,23/02/2021,0.7217566643108765,-2.2663107981348065
2021-02-23 15:00:00+01:00,23/02/2021,-0.5580815234808311,-2.0547345225469473
2021-02-23 16:00:00+01:00,23/02/2021,-1.3722112245165723,-1.9621228966367223
2021-02-23 17:00:00+01:00,23/02/2021,-1.3560714411859962,-2.0129845428941473
2021-02-23 18:00:00+01:00,23/02/2021,-1.343723921749978,-2.999098328931183
2021-02-23 19:00:00+01:00,23/02/2021,-1.525486194592672,-2.597686430193687
2021-02-23 20:00:00+01:00,23/02/2021,-1.3650652053935484,-2.570441445492861
2021-02-23 21:00:00+01:00,23/02/2021,-1.4038239149070342,-3.0630698933045415
2021-02-23 22:00:00+01:00,23/02/2021,-1.3346311713816716,-2.6326790490893104
2021-02-23 23:00:00+01:00,23/02/2021,-1.410580708773559,-2.6230060398388533
2021-02-24 00:00:00+01:00,24/02/2021,-1.356196126948349,-3.184849663231591
2021-02-24 01:00:00+01:00,24/02/2021,-1.3935861766791144,-2.9367893564079743
2021-02-24 02:00:00+01:00,24/02/2021,-0.5086373904725131,-3.062026545433566
2021-02-24 03:00:00+01:00,24/02/2021,-0.09583662248270278,-3.2237747577738145
2021-02-24 04:00:00+01:00,24/02/2021,1.3889644467149906,-2.960468535942212
2021-02-24 05:00:00+01:00,24/02/2021,1.7553733659913064,-3.201789326914743
2021-02-24 06:00:00+01:00,24/02/2021,2.251233076344226,-2.698280128979896
2021-02-24 07:00:00+01:00,24/02/2021,2.261144276341581,-2.503635666218581
2021-02-24 08:00:00+01:00,24/02/2021,1.1197131225433532,-3.284883814733315
2021-02-24 09:00:00+01:00,24/02/2021,1.1174826741621178,-2.6744845633653562
2021-02-24 10:00:00+01:00,24/02/2021,1.7949237811987682,-2.675033925231132
2021-02-24 11:00:00+01:00,24/02/2021,1.6826483032568171,-2.6163540248405215
2021-02-24 12:00:00+01:00,24/02/2021,1.9712939849944358,-2.4038786871969258
2021-02-24 13:00:00+01:00,24/02/2021,1.671526460332538,-2.353777091839683
2021-02-24 14:00:00+01:00,24/02/2021,0.08491230250358658,-2.28692713987265
2021-02-24 15:00:00+01:00,24/02/2021,-0.8214516931298396,-2.1672187773317844
2021-02-24 16:00:00+01:00,24/02/2021,-1.4482812616717509,-2.0283672910354382
2021-02-24 17:00:00+01:00,24/02/2021,-1.429838745080617,-2.389332467689375
2021-02-24 18:00:00+01:00,24/02/2021,-1.4211881220387892,-3.3045126938556795
2021-02-24 19:00:00+01:00,24/02/2021,-1.5851564770773596,-3.009332458230091
2021-02-24 20:00:00+01:00,24/02/2021,-1.4123458682860672,-2.8158343010898337
2021-02-24 21:00:00+01:00,24/02/2021,-1.4485221695797772,-3.3577707661944114
2021-02-24 22:00:00+01:00,24/02/2021,-1.4322058668967528,-2.944825962840753
2021-02-24 23:00:00+01:00,24/02/2021,-1.486689193571343,-2.8288526025320095
2021-02-25 00:00:00+01:00,25/02/2021,-1.417778502767943,-3.2296946475038806
2021-02-25 01:00:00+01:00,25/02/2021,-1.47449088875636,-3.29557418749376
2021-02-25 02:00:00+01:00,25/02/2021,-0.5914694005435835,-3.759234640377772
2021-02-25 03:00:00+01:00,25/02/2021,-0.36407760485891466,-3.306974095572762
2021-02-25 04:00:00+01:00,25/02/2021,1.5055683542249676,-3.2250955615400763
2021-02-25 05:00:00+01:00,25/02/2021,3.7461519222487767,-3.6378804688099167
2021-02-25 06:00:00+01:00,25/02/2021,3.9867283872999124,-3.1450680407936056
2021-02-25 07:00:00+01:00,25/02/2021,3.643073127424674,-2.9755749359016326
2021-02-25 08:00:00+01:00,25/02/2021,3.8388117133363946,-3.130069482977281
2021-02-25 09:00:00+01:00,25/02/2021,4.468909292624871,-3.5762191848983607
2021-02-25 10:00:00+01:00,25/02/2021,4.567963501129645,-3.097670287494027
2021-02-25 11:00:00+01:00,25/02/2021,4.8478017773623145,-3.1534301525938657
2021-02-25 12:00:00+01:00,25/02/2021,4.282567790339724,-2.844159309371029
2021-02-25 13:00:00+01:00,25/02/2021,3.6857248623725787,-2.809440614353297
2021-02-25 14:00:00+01:00,25/02/2021,0.7459092893257385,-2.420412561617617
2021-02-25 15:00:00+01:00,25/02/2021,-0.3150684565191155,-2.245235497344795
2021-02-25 16:00:00+01:00,25/02/2021,-1.359914709126484,-2.2226233850225015
2021-02-25 17:00:00+01:00,25/02/2021,-1.375454075493413,-2.2634238696580615
2021-02-25 18:00:00+01:00,25/02/2021,-1.3763994156182509,-3.1044433985246562
2021-02-25 19:00:00+01:00,25/02/2021,-1.5878727577396075,-3.7395002055150166
2021-02-25 20:00:00+01:00,25/02/2021,-1.3852989438843604,-3.064978360168086
2021-02-25 21:00:00+01:00,25/02/2021,-1.4151213808447933,-2.9098333108095527
2021-02-25 22:00:00+01:00,25/02/2021,-1.4078328751712053,-2.9203545128659556
2021-02-25 23:00:00+01:00,25/02/2021,-1.5101070846585523,-3.11447356939296
2021-02-26 00:00:00+01:00,26/02/2021,-1.4089882410039287,-2.922004061316195
2021-02-26 01:00:00+01:00,26/02/2021,-1.4646171841574473,-3.2541749111599545
2021-02-26 02:00:00+01:00,26/02/2021,-0.5854843338115823,-3.749050041236674
2021-02-26 03:00:00+01:00,26/02/2021,-0.025373063576025784,-3.503015550240541
2021-02-26 04:00:00+01:00,26/02/2021,2.20054258666338,-4.392189025299782
2021-02-26 05:00:00+01:00,26/02/2021,3.6235646211418024,-3.9840663174677506
2021-02-26 06:00:00+01:00,26/02/2021,3.3701473980312344,-4.033391728146773
2021-02-26 07:00:00+01:00,26/02/2021,2.677484938949623,-3.7394267311280665
2021-02-26 08:00:00+01:00,26/02/2021,3.1388595311507608,-3.5179699439594803
2021-02-26 09:00:00+01:00,26/02/2021,2.805739004239081,-4.357639215141363
2021-02-26 10:00:00+01:00,26/02/2021,2.673826643080707,-3.695850517558297
2021-02-26 11:00:00+01:00,26/02/2021,2.765671197003287,-3.4474234702111475
