 TIME                    	Temperature_ext_C        	Sky_Temperature          	Relative_Humidity        	Wind_velocity            	Solar_zenith_angle       	Solar_Azimut_angle       	Total_titled_surf_radiati	Beam_radiation           	Angle_of_incid_4_surf    	Ground_reflectance       	
  +1.0000000000000000E+00	  +6.3700000000000001E+00	  +2.4600454438785277E+00	  +5.1353118008670351E-03	  +3.6200000000000001E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +2.0000000000000000E+00	  +6.2750000000000004E+00	  +2.3347141923647428E+00	  +5.1027234460510468E-03	  +3.6200000000000001E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +3.0000000000000000E+00	  +6.1549999999999994E+00	  +2.1682963780846762E+00	  +5.0615226778750024E-03	  +3.6299999999999999E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +4.0000000000000000E+00	  +6.2050000000000001E+00	  +1.4254411590150085E+00	  +5.0495445556505529E-03	  +3.5400000000000000E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +5.0000000000000000E+00	  +6.2400000000000002E+00	  +6.2682958469594041E-01	  +5.0023394716946050E-03	  +3.2199999999999998E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +6.0000000000000000E+00	  +6.2100000000000000E+00	  +1.2835884873269379E+00	  +4.9627539110700608E-03	  +2.8399999999999999E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +7.0000000000000000E+00	  +6.1749999999999998E+00	  +1.9618163322587066E+00	  +4.9515528813459135E-03	  +2.6950000000000003E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +8.0000000000000000E+00	  +6.1299999999999999E+00	  +1.8725366227204745E+00	  +4.9652766922392289E-03	  +2.8149999999999999E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +9.0000000000000000E+00	  +6.1299999999999999E+00	  +1.8372232721247315E+00	  +4.9925920333461120E-03	  +2.9299999999999997E+00	  +8.7991924173615345E+01	  -5.4902492515515377E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.4927215231048109E+01	  +2.0000000000000001E-01	
  +1.0000000000000000E+01	  +6.2199999999999998E+00	  +1.9018907203782192E+00	  +5.0213124722035436E-03	  +3.0000000000000000E+00	  +8.1946693994702215E+01	  -4.6948932426423305E+01	  +7.3480988227759028E+00	  +0.0000000000000000E+00	  +4.7474540080985129E+01	  +2.0000000000000001E-01	
  +1.1000000000000000E+01	  +6.6999999999999993E+00	  +2.3911883404280729E+00	  +5.1586935648480735E-03	  +3.2149999999999999E+00	  +7.4853276756680160E+01	  -3.4863944123788201E+01	  +2.0091905397719813E+02	  +9.9792892108459085E+01	  +3.7626526163479447E+01	  +2.0000000000000001E-01	
  +1.2000000000000000E+01	  +7.8149999999999995E+00	  +3.5352590345214594E+00	  +5.3341415749096057E-03	  +3.2450000000000001E+00	  +6.9740770290273545E+01	  -2.1406368520992977E+01	  +8.2891751146943807E+02	  +4.5906877608935753E+02	  +2.9141642569027056E+01	  +2.0000000000000001E-01	
  +1.3000000000000000E+01	  +9.5799999999999983E+00	  +4.5448355478818598E+00	  +5.5241798875483627E-03	  +3.1600000000000001E+00	  +6.7093237002183429E+01	  -6.8394758393938329E+00	  +9.7344831906416130E+02	  +4.5436550906751364E+02	  +2.3853230821550127E+01	  +2.0000000000000001E-01	
  +1.4000000000000000E+01	  +1.1215000000000000E+01	  +2.2165986308870629E+00	  +5.7037998492502759E-03	  +3.3050000000000002E+00	  +6.7216054003209166E+01	  +8.1361716196297227E+00	  +2.1000602348651032E+03	  +1.4818460756813813E+03	  +2.4119998758798925E+01	  +2.0000000000000001E-01	
  +1.5000000000000000E+01	  +1.2090000000000000E+01	  -2.7578402289765904E+00	  +5.7360932998701455E-03	  +3.6500000000000004E+00	  +7.0094087964979465E+01	  +2.2628782704850170E+01	  +1.7942846205152734E+03	  +1.1528779092032719E+03	  +2.9787996665111578E+01	  +2.0000000000000001E-01	
  +1.6000000000000000E+01	  +1.2559999999999999E+01	  -1.3756383486883692E+00	  +5.6434126602961142E-03	  +3.8550000000000000E+00	  +7.5399451982842308E+01	  +3.5970781897911884E+01	  +1.3755506347187236E+03	  +8.7121073888798503E+02	  +3.8447229296581234E+01	  +2.0000000000000001E-01	
  +1.7000000000000000E+01	  +1.2625000000000000E+01	  +2.1433948239386496E+00	  +5.5749451009388011E-03	  +3.2100000000000000E+00	  +8.2640905642244107E+01	  +4.7937769099220567E+01	  +1.2238489047273169E+03	  +8.1085694729144188E+02	  +4.8362231934471062E+01	  +2.0000000000000001E-01	
  +1.8000000000000000E+01	  +1.1660000000000000E+01	  -1.0216913121902849E+00	  +5.7077571651281585E-03	  +2.2999999999999998E+00	  +8.8375990503686424E+01	  +5.5361693439285652E+01	  +5.6383992070641671E+02	  +4.0674400994370575E+02	  +5.5377591051916504E+01	  +2.0000000000000001E-01	
  +1.9000000000000000E+01	  +9.5300000000000011E+00	  -7.1667760657824715E+00	  +5.5133997217211685E-03	  +1.9750000000000001E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +2.0000000000000000E+01	  +7.3900000000000006E+00	  -1.1176053276713333E+01	  +5.0889599194785511E-03	  +1.8999999999999999E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +2.1000000000000000E+01	  +6.2549999999999999E+00	  -4.6832425368626787E+00	  +4.9741146357187077E-03	  +1.9550000000000001E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +2.2000000000000000E+01	  +5.5250000000000004E+00	  +1.5394254778794902E+00	  +4.8984312875061031E-03	  +1.9450000000000001E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +2.3000000000000000E+01	  +4.9450000000000003E+00	  -2.8152987748599116E+00	  +4.7586019848109493E-03	  +1.9700000000000000E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +2.4000000000000000E+01	  +4.8350000000000000E+00	  -3.7117819457562859E+00	  +4.6967698876582203E-03	  +2.4349999999999996E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +2.5000000000000000E+01	  +4.8900000000000006E+00	  -6.2983258132084075E-01	  +4.6623023972464112E-03	  +2.7100000000000000E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +2.6000000000000000E+01	  +4.8949999999999996E+00	  -6.7255878776552436E-01	  +4.6373329698592616E-03	  +2.4300000000000002E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +2.7000000000000000E+01	  +4.7200000000000006E+00	  -1.4681706917372139E-01	  +4.5547257539153320E-03	  +2.1500000000000004E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +2.8000000000000000E+01	  +4.4100000000000001E+00	  +2.5110356416422519E-01	  +4.4844385441102919E-03	  +2.2549999999999999E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +2.9000000000000000E+01	  +4.2799999999999994E+00	  +6.3658830812073575E-02	  +4.4718460750574817E-03	  +2.6650000000000000E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +3.0000000000000000E+01	  +4.4299999999999997E+00	  +1.4232567866844192E-01	  +4.4161067699232765E-03	  +2.9649999999999999E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +3.1000000000000000E+01	  +4.2349999999999994E+00	  -1.2167540793535636E-01	  +4.3582993320819960E-03	  +2.8999999999999999E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +3.2000000000000000E+01	  +3.9899999999999998E+00	  -4.2945822693548052E-01	  +4.3100353370880470E-03	  +2.6450000000000000E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +3.3000000000000000E+01	  +4.4049999999999994E+00	  -8.9924228081594038E-01	  +4.3054964032227605E-03	  +2.5400000000000000E+00	  +8.7993246336234819E+01	  -5.5027339415218719E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +5.5051915438980600E+01	  +2.0000000000000001E-01	
  +3.4000000000000000E+01	  +4.7650000000000006E+00	  -1.4120631153156182E+00	  +4.3619066220911022E-03	  +2.9299999999999997E+00	  +8.1940942444754072E+01	  -4.7079998469792727E+01	  +7.3481180640119650E+00	  +0.0000000000000000E+00	  +4.7603964488869948E+01	  +2.0000000000000001E-01	
