 TIME                    	Temperature_ext_C        	Sky_Temperature          	Relative_Humidity        	Wind_velocity            	Solar_zenith_angle       	Solar_Azimut_angle       	Total_titled_surf_radiati	Beam_radiation           	Angle_of_incid_4_surf    	Ground_reflectance       	
  +5.1670000000000000E+03	  +1.7070000000000000E+01	  +8.3323027801986882E+00	  +8.6979758275249914E-03	  +4.5850000000000000E+00	  +8.3417980245625074E+01	  -1.0789850035418515E+02	  +8.0224902180841156E+01	  +0.0000000000000000E+00	  +1.0777657584692301E+02	  +2.0000000000000001E-01	
  +5.1680000000000000E+03	  +1.7634999999999998E+01	  +6.0651849148426322E+00	  +8.8883407848628446E-03	  +4.6799999999999997E+00	  +7.2879236478369876E+01	  -9.8069555420415682E+01	  +1.9974154939705608E+02	  +0.0000000000000000E+00	  +9.7709738838698271E+01	  +2.0000000000000001E-01	
  +5.1690000000000000E+03	  +1.8890000000000001E+01	  +7.0969137727012708E+00	  +8.8554067189874040E-03	  +4.9199999999999999E+00	  +6.2083154638304279E+01	  -8.7281112957652851E+01	  +3.7458214395221648E+02	  +4.8135799366367351E+01	  +8.7597713014785469E+01	  +2.0000000000000001E-01	
  +5.1700000000000000E+03	  +2.0465000000000000E+01	  +7.4741788202858856E+00	  +8.4638067898194901E-03	  +5.1500000000000004E+00	  +5.1377248833671359E+01	  -7.6253098459770101E+01	  +6.9414773157777461E+02	  +1.8580497962290201E+02	  +7.9300592479176899E+01	  +2.0000000000000001E-01	
  +5.1710000000000000E+03	  +2.1980000000000000E+01	  +8.5355100555522654E+00	  +8.1114853890376839E-03	  +5.4450000000000003E+00	  +4.1257259246526317E+01	  -6.2219843987110870E+01	  +1.1719190462784695E+03	  +5.1893388175254734E+02	  +7.2100250759818465E+01	  +2.0000000000000001E-01	
  +5.1720000000000000E+03	  +2.3520000000000003E+01	  +1.1191786284909540E+01	  +7.7076148898606927E-03	  +5.6100000000000003E+00	  +3.2627325276970701E+01	  -4.3073132822875280E+01	  +1.5493516161241823E+03	  +8.5072924159188017E+02	  +6.6805347078967642E+01	  +2.0000000000000001E-01	
  +5.1730000000000000E+03	  +2.4835000000000001E+01	  +1.4494283213032134E+01	  +7.1464132478594742E-03	  +5.5850000000000000E+00	  +2.7209086875013330E+01	  -1.6244504521255163E+01	  +1.6059074517483998E+03	  +7.6646691146409307E+02	  +6.3960894750820991E+01	  +2.0000000000000001E-01	
  +5.1740000000000000E+03	  +2.5670000000000002E+01	  +1.8413508895353004E+01	  +6.8854120790282983E-03	  +5.6299999999999999E+00	  +2.7128170919388065E+01	  +1.5404196411104419E+01	  +1.4268282151565304E+03	  +5.2066438241922970E+02	  +6.3921522260125563E+01	  +2.0000000000000001E-01	
  +5.1750000000000000E+03	  +2.6009999999999998E+01	  +1.9642676413534787E+01	  +7.0305057037992526E-03	  +5.9100000000000001E+00	  +3.2425864822289007E+01	  +4.2447546504137712E+01	  +9.3338047541772562E+02	  +2.3217645797279431E+02	  +6.6692520050461326E+01	  +2.0000000000000001E-01	
  +5.1760000000000000E+03	  +2.5859999999999999E+01	  +2.0430522846540384E+01	  +7.2915388889247049E-03	  +6.1550000000000002E+00	  +4.0995266792579983E+01	  +6.1776652782469746E+01	  +5.5769775321419775E+02	  +5.4724093578868747E+01	  +7.1927071558018994E+01	  +2.0000000000000001E-01	
  +5.1770000000000000E+03	  +2.5500000000000000E+01	  +2.1673999627307523E+01	  +7.5564367813467613E-03	  +6.1300000000000008E+00	  +5.1089229565393921E+01	  +7.5913587308952472E+01	  +4.7589484548669270E+02	  +6.4769321186335333E+01	  +7.9083163828478604E+01	  +2.0000000000000001E-01	
  +5.1780000000000000E+03	  +2.4975000000000001E+01	  +2.0599212940794303E+01	  +7.9317122685790553E-03	  +5.9050000000000002E+00	  +6.1786790222170701E+01	  +8.7034211962613810E+01	  +2.4459656871798023E+02	  +5.5805461617874226E+00	  +8.7386824996681142E+01	  +2.0000000000000001E-01	
