0.0000,0.0000.1,0.0000.2,0.0000.3,0.0000.4,0.0000.5,0.0000.6,0.0000.7,0.0000.8,0.0000.9,0.0000.10,0.0000.11,0.0000.12,0.0000.13,0.0000.14,0.0000.15,0.0000.16,0.0000.17,0.0000.18,0.0000.19,0.0000.20,0.0000.21,0.0000.22,0.0000.23,cluster,date
0.0,0.0,0.0,0.0,0.005,1.18,1.124,1.102,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2022-02-27
0.0,0.0,0.0,0.0,0.0,0.48,1.15,0.641,0.084,0.0,0.016,0.016,0.016,0.017,0.032,0.017,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2022-02-28
0.0,0.0,0.0,0.0,0.0,0.568,1.047,0.098,0.033,0.032,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2022-03-01
0.0,0.0,0.0,0.0,0.0,0.605,1.031,0.748,0.033,0.016,0.017,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2022-03-02
0.0,0.0,0.0,0.0,0.0,0.516,0.284,0.012,0.055,0.033,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-03-03
0.0,0.0,0.0,0.0,0.009,1.753,2.433,1.3,0.584,0.041,0.04,0.024,0.0,0.066,0.032,0.031,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2022-03-06
0.0,0.0,0.0,0.0,0.0,0.735,1.095,0.415,0.016,0.016,0.017,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2022-03-07
0.0,0.0,0.0,0.0,0.0,0.572,1.047,0.483,0.031,0.033,0.016,0.04,0.008,0.0,0.0,0.033,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2022-03-08
0.0,0.0,0.0,0.0,0.0,0.565,1.031,0.215,0.016,0.017,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2022-03-09
0.0,0.0,0.0,0.0,0.0,0.565,0.631,0.023,0.024,0.016,0.032,0.016,0.0,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-03-10
0.0,0.0,0.0,0.0,0.014,1.32,1.241,1.063,0.401,0.143,0.059,0.129,0.147,0.212,0.089,0.114,0.082,0.008,0.0,0.0,0.0,0.0,0.0,0.0,3,2022-03-13
0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.068,0.097,0.033,0.065,0.048,0.032,0.031,0.017,0.031,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-03-14
0.0,0.0,0.0,0.0,0.0,0.564,0.764,0.216,0.033,0.016,0.016,0.0,0.0,0.033,0.016,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2022-03-15
0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-03-16
0.0,0.0,0.0,0.0,0.0,0.04,0.042,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-03-17
0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-03-18
0.0,0.0,0.0,0.0,0.01,0.707,1.031,0.15,0.033,0.032,0.017,0.048,0.032,0.033,0.064,0.032,0.048,0.0,0.0,0.0,0.0,0.0,0.016,0.033,3,2022-03-20
0.016,0.016,0.017,0.0,0.0,0.633,0.863,0.165,0.04,0.057,0.049,0.049,0.017,0.032,0.032,0.047,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2022-03-21
0.0,0.0,0.0,0.0,0.0,0.654,0.997,0.049,0.031,0.031,0.017,0.031,0.033,0.032,0.033,0.032,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2022-03-22
0.0,0.0,0.0,0.0,0.0,0.05,0.054,0.037,0.017,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-03-23
0.0,0.0,0.0,0.0,0.0,0.049,0.071,0.201,0.041,0.009,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-03-24
0.0,0.0,0.0,0.008,0.269,0.551,0.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-03-27
0.0,0.0,0.0,0.0,0.032,0.017,0.0,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-03-28
0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.006,0.0,0,2022-03-29
0.0,0.0,0.0,0.0,0.0,0.005,0.277,0.0,0.0,0.0,0.0,0.213,0.086,0.049,0.047,0.0,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-03-30
0.12,0.041,0.0,0.0,0.072,0.466,1.028,0.492,0.593,0.787,0.681,0.58,0.412,0.403,0.384,0.152,0.236,0.041,0.0,0.0,0.0,0.0,0.0,0.0,3,2022-03-31
0.114,0.009,0.152,0.015,0.032,0.115,0.107,0.055,0.126,0.059,0.148,0.058,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-04-01
0.0,0.0,0.0,0.003,1.644,2.068,1.147,0.046,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2022-04-03
0.0,0.0,0.0,0.0,0.125,0.158,0.474,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-04-04
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.008,0.0,0,2022-04-05
0.0,0.0,0.0,0.0,0.0,0.003,0.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-04-10
0.0,0.0,0.0,0.0,0.0,0.004,0.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-04-11
0.0,0.0,0.0,0.0,0.0,0.001,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-04-13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.007,0.0,0.0,0.006,0.01,0.0,0,2022-04-18
0.0,0.0,0.0,0.0,0.0,0.005,0.056,0.255,0.382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-04-19
0.0,0.0,0.0,0.0,0.0,0.006,0.145,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-04-20
0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-04-25
0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-04-28
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-05-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-05-10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-07-12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-08-16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-08-31
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-11-03
0.0,0.0,0.0,0.0,0.0,0.026,0.283,0.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-11-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-11-07
0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-11-14
0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-11-15
0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-11-17
0.0,0.0,0.0,0.0,0.0,0.017,0.149,0.0,0.0,0.0,0.35,0.491,0.0,0.212,0.017,0.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-11-20
0.0,0.0,0.0,0.0,0.0,0.135,0.434,0.141,0.123,0.086,0.082,0.0,0.0,0.0,0.0,0.033,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-11-21
0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.016,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-11-22
0.0,0.0,0.0,0.0,0.0,0.076,0.368,0.161,0.093,0.032,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-11-23
0.0,0.0,0.0,0.0,0.0,0.066,0.205,0.032,0.015,0.0,0.0,0.023,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-11-24
0.0,0.0,0.0,0.0,0.0,0.081,0.481,0.0,1.033,1.032,0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-11-27
0.0,0.0,0.0,0.0,0.0,0.052,0.113,0.024,0.032,0.017,0.0,0.0,0.0,0.047,0.0,0.015,0.049,0.0,0.0,0.0,0.0,0.0,0.012,0.012,0,2022-11-28
0.0,0.0,0.0,0.0,0.0,0.197,0.625,0.23,0.21,0.165,0.131,0.112,0.109,0.0,0.098,0.149,0.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-11-29
0.0,0.0,0.0,0.0,0.0,0.091,0.319,0.751,1.004,0.636,0.41,0.326,0.074,0.063,0.086,0.093,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2022-11-30
0.0,0.0,0.0,0.0,0.0,0.109,0.0,0.143,0.1,0.091,0.049,0.033,0.031,0.033,0.032,0.031,0.048,0.0,0.0,0.0,0.0,0.0,0.002,0.007,0,2022-12-01
0.0,0.0,0.0,0.0,0.0,1.895,3.044,3.066,0.276,0.148,0.147,0.082,0.0,0.065,0.032,0.049,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2022-12-04
0.0,0.0,0.0,0.0,0.0,0.275,0.961,0.39,0.139,0.086,0.056,0.047,0.015,0.015,0.017,0.031,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2022-12-05
0.0,0.0,0.0,0.0,0.0,0.097,0.465,0.08,0.047,0.047,0.031,0.017,0.0,0.031,0.016,0.016,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-12-06
0.0,0.0,0.0,0.0,0.0,0.16,0.709,0.0,0.065,0.065,0.064,0.508,0.048,0.048,0.048,0.048,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-12-07
0.0,0.0,0.0,0.0,0.0,0.124,0.537,0.018,0.048,0.032,0.033,0.0,0.016,0.016,0.0,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-12-08
0.0,0.0,0.0,0.011,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-12-09
0.051,0.068,0.0,0.054,0.064,0.064,0.064,0.066,0.067,0.081,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-12-10
0.0,0.0,0.0,0.0,0.0,2.559,3.214,3.29,0.103,0.189,0.126,0.244,0.097,0.097,0.079,0.097,0.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2022-12-11
0.0,0.0,0.0,0.0,0.0,0.23,1.487,0.282,0.133,0.066,0.048,0.048,0.0,0.033,0.015,0.04,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2022-12-12
0.0,0.0,0.0,0.0,0.0,0.12,0.616,0.0,0.415,0.615,1.067,0.557,0.0,0.0,0.017,0.0,0.031,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-12-13
0.0,0.0,0.0,0.0,0.0,0.013,0.406,0.0,0.0,0.0,0.016,0.016,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-12-15
0.0,0.0,0.0,0.0,0.0,0.012,0.828,0.017,0.032,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-12-18
0.0,0.0,0.0,0.0,0.0,0.024,0.058,0.016,0.016,0.0,0.016,0.0,0.0,0.015,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-12-19
0.0,0.0,0.0,0.0,0.0,0.028,0.038,0.017,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-12-20
0.0,0.0,0.0,0.0,0.0,0.021,0.04,0.016,0.032,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-12-21
0.0,0.0,0.0,0.0,0.0,0.023,0.026,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022-12-22
